,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
114,2020-01,Public_Administration,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...)",Oui,Equipment Lost or Stolen,Internal-Accidental,They_will_not
115,2020-01,Manufacturing,"Perte de la confidentialité,Perte de la disponibilité",50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
116,2020-01,Scientific/Specialized/Technical,Perte de la disponibilité,5000,TBD,,Hacking - Malware -Phishing,External-Malicious,Yes
117,2020-01,Public_Administration,Perte de la disponibilité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données relatives à des infractions, condamnations, mesures de sûreté",,Hacking - Malware -Phishing,External-Malicious,Yes
118,2020-01,Public_Administration,Perte de la confidentialité,50,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Publication mistake,External-Malicious,Yes
119,2020-01,Manufacturing,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,"Acte interne accidentel,Acte externe malveillant",Yes
120,2020-01,Health,Perte de la disponibilité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...)",Oui,Equipment Lost or Stolen,Unknown,Yes
121,2020-01,Public_Administration,Perte de la confidentialité,5,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Informations personnelles divulguées de façon verbale,Internal-Malicious,They_will
122,2020-01,Arts-Recreational,"Perte de l'intégrité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",Oui,Hacking - Malware -Phishing,External-Malicious,Yes
123,2020-01,Commerce,Perte de la confidentialité,5,"Documents officiels (Passeports, pièces d’identité, etc.)",,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur",Internal-Malicious,TBD
124,2020-01,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",Oui,"Courrier perdu ou ouvert avant d'être retourné à l'envoyeur,Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage",External-Malicious,Yes
125,2020-01,Information/Communication,"Perte de la confidentialité,Perte de l'intégrité",50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,Yes
126,2020-01,Commerce,"Perte de la confidentialité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,TBD
127,2020-01,Public_Administration,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,Other,Internal-Accidental,TBD
128,2020-01,Construction,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté",,Hacking - Malware -Phishing,"Acte externe malveillant,Acte externe accidentel",They_will
129,2020-01,Real_Estate,Perte de la confidentialité,5000,Contact,,Publication mistake,External-Accidental,They_will_not
130,2020-01,Health,"Perte de la confidentialité,Perte de la disponibilité",5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté",Oui,Hacking - Malware -Phishing,External-Malicious,TBD
131,2020-01,Education,Perte de la disponibilité,5000,Civil-Contact-Access,,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé,Autre",Unknown,They_will_not
132,2020-01,Public_Administration,"Perte de la confidentialité,Perte de l'intégrité",300,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Les données concernées ne sont pas connues pour le moment",,Hacking - Malware -Phishing,External-Malicious,TBD
133,2020-01,Commerce,Perte de la disponibilité,5000,Contact,,Hacking - Malware -Phishing,Unknown,TBD
134,2020-01,Finance/Insurance,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Other,Internal-Accidental,TBD
135,2020-01,Commerce,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,They_will
136,2020-01,Education,Perte de la confidentialité,5000,Contact,,Publication mistake,Internal-Accidental,Yes
137,2020-01,Public_Administration,"Perte de la confidentialité,Perte de la disponibilité",5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),La violation concerne d'autres données",Oui,Equipment Lost or Stolen,Unknown,They_will
138,2020-01,Health,Perte de la confidentialité,5000,Civil-Contact,,"Equipement perdu ou volé,Autre","Acte interne malveillant,Acte externe malveillant,Autre",TBD
139,2020-01,Public_Administration,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",5000,TBD,,Hacking - Malware -Phishing,Unknown,TBD
140,2020-01,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Publication mistake,"Acte interne accidentel,Autre",TBD
141,2020-01,Scientific/Specialized/Technical,Perte de la disponibilité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",Oui,Hacking - Malware -Phishing,External-Malicious,TBD
142,2020-01,Health,Perte de la disponibilité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
143,2020-01,Finance/Insurance,Perte de la confidentialité,>5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,Yes
144,2020-01,Health,Perte de la disponibilité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté",,Hacking - Malware -Phishing,External-Malicious,They_will_not
145,2020-01,Information/Communication,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Equipment Lost or Stolen,External-Malicious,TBD
